sep=;
index; freq; ref; delta; read; mag; phase; dcr; dcs ; samp_s; samp_c; ref_s;ref_c ; measurement
0.00; 0.00; -72.517; -72.5; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000111; -0.000101; 0.000111; -0.000101
0.00; 0.00; -63.219; 9.3; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000392; -0.000192; -0.000392; -0.000192
0.00; 0.00; -57.677; 5.5; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000765; 0.000312; 0.000765; 0.000312
0.00; 0.00; -64.724; -7.0; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000364; -0.000048; -0.000364; -0.000048
0.00; 0.00; -71.860; -7.1; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000161; 0.000006; 0.000161; 0.000006
0.00; 0.00; -71.832; 0.0; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000116; 0.000113; 0.000116; 0.000113
0.00; 0.00; -68.824; 3.0; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000175; -0.000148; -0.000175; -0.000148
0.00; 0.00; -64.063; 4.8; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000379; 0.000117; 0.000379; 0.000117
0.00; 0.00; -61.216; 2.8; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000540; -0.000105; -0.000540; -0.000105
0.00; 0.00; -62.081; -0.9; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000496; 0.000042; 0.000496; 0.000042
0.00; 0.00; -62.508; -0.4; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000442; -0.000171; -0.000442; -0.000171
0.00; 0.00; -63.947; -1.4; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000342; 0.000210; 0.000342; 0.000210
0.00; 0.00; -64.745; -0.8; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000341; -0.000133; -0.000341; -0.000133
0.00; 0.00; -74.347; -9.6; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000119; 0.000022; 0.000119; 0.000022
0.00; 0.00; -71.914; 2.4; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000159; -0.000019; 0.000159; -0.000019
0.00; 0.00; -74.421; -2.5; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000109; 0.000050; -0.000109; 0.000050
0.00; 0.00; -72.146; 2.3; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000148; -0.000049; -0.000148; -0.000049
0.00; 0.00; -73.837; -1.7; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000047; -0.000120; -0.000047; -0.000120
0.00; 0.00; -87.090; -13.3; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000016; 0.000023; -0.000016; 0.000023
0.00; 0.00; -62.537; 24.6; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000419; 0.000219; 0.000419; 0.000219
0.00; 0.00; -74.301; -11.8; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000104; -0.000063; -0.000104; -0.000063
0.00; 0.00; -74.608; -0.3; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000109; -0.000043; -0.000109; -0.000043
0.00; 0.00; -75.515; -0.9; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000073; 0.000077; 0.000073; 0.000077
0.00; 0.00; -68.181; 7.3; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000178; -0.000170; -0.000178; -0.000170
0.00; 0.00; -70.051; -1.9; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000188; 0.000065; -0.000188; 0.000065
0.00; 0.00; -71.498; -1.4; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000162; -0.000045; 0.000162; -0.000045
0.00; 0.00; -66.304; 5.2; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000299; 0.000066; 0.000299; 0.000066
0.00; 0.00; -72.448; -6.1; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000093; 0.000119; 0.000093; 0.000119
0.00; 0.00; -66.497; 6.0; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000271; -0.000126; -0.000271; -0.000126
0.00; 0.00; -73.350; -6.9; 0.0; -30.000; 0.000; 0.0; 0.0; 0.000134; 0.000022; 0.000134; 0.000022
0.00; 0.00; -80.065; -6.7; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000060; 0.000018; -0.000060; 0.000018
0.00; 0.00; -72.514; 7.6; 0.0; -30.000; 0.000; 0.0; 0.0; -0.000136; -0.000063; -0.000136; -0.000063
